tier,pack,gun_id,type,ammo,note,bullet_damage,bullet_amount,explosion_damage
2,daffas,daffas_arsenal:ak47,rifle,762x39,AK47 1947 - Cold War,16.3,1,
2,daffas,daffas_arsenal:g36,mg,556x45,HK G36 1997,11.1,1,
2,daffas,daffas_arsenal:g36c,rifle,556x45,HK G36C 1997,14.6,1,
2,daffas,daffas_arsenal:g36c_commando,rifle,556x45,HK G36C 1997,14.8,1,
2,daffas,daffas_arsenal:gerosa,rifle,762x39,"Resembles the OTs-14 Groza - Russian bullpup assault rifle/carbine, tier 3",18.5,1,
2,daffas,daffas_arsenal:m79,rpg,40mm,M79 1961,96.9,1,517.0
2,daffas,daffas_arsenal:m79sohrt,rpg,40mm,"M79 short variant, same era",73.2,1,586.0
2,daffas,daffas_arsenal:makten_single,smg,45acp,"Mac-10 pattern machine pistol/SMG, 1970s era analog, tier 2",10.0,1,
2,daffas,daffas_arsenal:makten_single_taktis,smg,45acp,"Tactical/rail-equipped Mac-10 variant, modernized furniture over the 1970s base design, tier 3",10.3,1,
2,daffas,daffas_arsenal:migraine3,mg,308,"MG3-pattern general-purpose machine gun, postwar Bundeswehr development of the MG42 lineage (adopted 1968), tier 2",14.3,1,
2,daffas,daffas_arsenal:mp5k,smg,9mm,HK MP5K 1976,8.9,1,
2,daffas,daffas_arsenal:p99_hak,pistol,9mm,Walther P99 1996,12.3,1,
2,daffas,daffas_arsenal:p99_nohak,pistol,9mm,Walther P99 1996,12.5,1,
2,daffas,daffas_arsenal:pego,smg,57x28,"FN P90-pattern PDW variant, modern bullpup PDW platform, tier 3",7.2,1,
2,daffas,daffas_arsenal:pego762,mg,762x39,"FN P90-pattern variant re-typed as a light machine gun, modern bullpup platform, tier 3",11.8,1,
2,daffas,daffas_arsenal:pegomc,rifle,556x45,"FN P90-pattern variant re-typed as a rifle, modern bullpup platform, tier 3",12.1,1,
2,daffas,daffas_arsenal:pegont,smg,57x28,"FN P90-pattern PDW variant, modern bullpup PDW platform, tier 3",7.4,1,
2,daffas,daffas_arsenal:pegontmc,rifle,556x45,"FN P90-pattern variant re-typed as a rifle, modern bullpup platform, tier 3",12.8,1,
2,daffas,daffas_arsenal:sg550,rifle,556x45,SIG SG550 1990,16.5,1,
2,daffas,daffas_arsenal:sg552,rifle,556x45,SIG SG552 1990,16.6,1,
2,daffas,daffas_arsenal:sl8,sniper,556x45,HK SL8 1998,44.0,1,
2,daffas,daffas_arsenal:spasi15,shotgun,12g,likely Franchi SPAS-15 1995,9.5,8,
2,daffas,daffas_arsenal:ss1_v2,rifle,556x45,Pindad SS1 - 1980s,14.9,1,
2,daffas,daffas_arsenal:ssg69,sniper,30_06,Steyr SSG69 1969,52.5,1,
2,daffas,daffas_arsenal:ssg69s,sniper,30_06,Steyr SSG69 1969,53.7,1,
2,daffas,daffas_arsenal:uji,smg,45acp,"Dual-wielded Mac-10 pattern machine pistols, tier 3",10.5,1,
2,daffas,daffas_arsenal:wawan2000,sniper,308,"Walther WA 2000 - bullpup semi-auto sniper rifle (1982), type 1 variant, tier 3",55.0,1,
2,daffas,daffas_arsenal:wawan20002,sniper,308,"Walther WA 2000 - bullpup semi-auto sniper rifle (1982), type 2 variant, tier 3",56.2,1,
2,tacz (vanilla),tacz:aa12,shotgun,12g,"AA-12 - prototype 1972, production ~1987",5.2,10,
2,tacz (vanilla),tacz:ai_awp,sniper,338,AI AWM 1996,59.9,1,
2,tacz (vanilla),tacz:ak47,rifle,762x39,AK47 1947 - Cold War,16.0,1,
2,tacz (vanilla),tacz:aug,rifle,556x45,Steyr AUG 1977,12.3,1,
2,tacz (vanilla),tacz:b93r,pistol,9mm,Beretta 93R 1979,11.2,1,
2,tacz (vanilla),tacz:cz75,pistol,9mm,CZ75 1975,9.4,1,
2,tacz (vanilla),tacz:deagle,pistol,50ae,Desert Eagle 1983,13.9,1,
2,tacz (vanilla),tacz:deagle_golden,pistol,357mag,"Desert Eagle 1983, cosmetic variant",13.3,1,
2,tacz (vanilla),tacz:fn_fal,rifle,308,FN FAL 1953,17.6,1,
2,tacz (vanilla),tacz:g36k,rifle,556x45,HK G36K 1997,12.5,1,
2,tacz (vanilla),tacz:glock_17,pistol,9mm,"Glock 17 1982 - boundary case, kept at 1",10.4,1,
2,tacz (vanilla),tacz:hk_g3,rifle,308,HK G3 1959,17.2,1,
2,tacz (vanilla),tacz:hk_mk23,pistol,45acp,HK Mk23 1996,13.5,1,
2,tacz (vanilla),tacz:hk_mp5a5,smg,9mm,MP5A5 1966-ish,8.6,1,
2,tacz (vanilla),tacz:lonetrail,pistol,30_06,"modern break-action hunting pistol (Contender-style, 1967+)",14.9,1,
2,tacz (vanilla),tacz:m1014,shotgun,12g,Benelli M4/M1014 1998,7.1,8,
2,tacz (vanilla),tacz:m16a1,rifle,556x45,M16A1 1967,14.0,1,
2,tacz (vanilla),tacz:m16a4,rifle,556x45,M16A4 1997,14.2,1,
2,tacz (vanilla),tacz:m249,mg,556x45,M249 1984,10.4,1,
2,tacz (vanilla),tacz:m4a1,rifle,556x45,M4A1 1994,11.4,1,
2,tacz (vanilla),tacz:m700,sniper,30_06,Remington 700 1962,50.1,1,
2,tacz (vanilla),tacz:m870,shotgun,12g,"Remington 870 - 1950 postwar design, still in service today",8.2,9,
2,tacz (vanilla),tacz:m95,sniper,50bmg,Barrett M95 1995,63.5,1,
2,tacz (vanilla),tacz:minigun,mg,308,M134 Minigun - 1960s,10.7,1,
2,tacz (vanilla),tacz:p90,smg,57x28,FN P90 1990,7.7,1,
2,tacz (vanilla),tacz:qbz_95,rifle,58x42,QBZ-95 1995,12.9,1,
2,tacz (vanilla),tacz:rpg7,rpg,rpg_rocket,RPG-7 1961,101.6,1,610.0
2,tacz (vanilla),tacz:rpk,mg,762x39,RPK - Soviet 1961,12.2,1,
2,tacz (vanilla),tacz:sks_tactical,rifle,762x39,SKS base action 1945/adopted 1949 - earliest Cold War rifle; kept at 2,16.9,1,
2,tacz (vanilla),tacz:spas_12,shotgun,12g,Franchi SPAS-12 1979,10.1,8,
2,tacz (vanilla),tacz:taurus943,pistol,22wmr,Taurus 942/943 is a 1990s-2000s revolver,10.6,1,
2,tacz (vanilla),tacz:type_81,rifle,762x39,"Chinese Type 81 - 1981, boundary case",16.2,1,
2,tacz (vanilla),tacz:ump45,smg,45acp,HK UMP 1999,11.2,1,
2,tacz (vanilla),tacz:uzi,smg,9mm,Uzi 1954,9.1,1,
3,Suffuse,suffuse:ar57,smg,57x28,AR-57 conversion - 2000s,12.3,1,
3,Suffuse,suffuse:gepardpdw,smg,9mm,"Gepard PDW - real-world AK-pattern personal defense weapon variant, tier 2",8.8,1,
3,Suffuse,suffuse:kacpdw,rifle,6x35mm,"KAC PDW prototype ~2000s, never widely fielded - near-future flavor fits",14.7,1,
3,Suffuse,suffuse:ks23m,shotgun,23mm,"KS-23M - modernized 23mm bore combat shotgun, comparable role to the M870, tier 2",8.0,10,
3,Suffuse,suffuse:m200,sniper,.408ct,McMillan TAC-50/M200 Intervention 2007,72.2,1,
3,Suffuse,suffuse:mpdr,rifle,556x45,"Magpul PDR - modern bullpup carbine concept, tier 3",13.4,1,
3,Suffuse,suffuse:pkp,mg,762x54,PKP Pecheneg 2001,16.8,1,
3,Suffuse,suffuse:tti2011,pistol,9mm,2011-pattern competition pistol - modern custom build,11.1,1,
3,Suffuse,suffuse:viper2011,pistol,9mm,2011-pattern competition pistol - modern custom build,11.7,1,
3,TaCZ Expanded Arsenal,tacz:1522,rifle,ea:22lr,M&P 15-22 - modern AR-pattern .22LR rimfire trainer/plinker,13.8,1,
3,TaCZ Expanded Arsenal,tacz:500,pistol,tacz:500mag,"S&W Model 500 - .500 S&W Magnum revolver, extreme big-bore bracket",15.3,1,
3,TaCZ Expanded Arsenal,tacz:500s,pistol,tacz:500mag,"S&W .500 short-barrel variant, same bracket as 500",15.9,1,
3,TaCZ Expanded Arsenal,tacz:ar15,rifle,tacz:556x45,Colt AR-15A4 - modern semi-auto AR,16.8,1,
3,TaCZ Expanded Arsenal,tacz:ata,shotgun,ea:20g,ATA 20ga over/under - civilian sporting break-action shotgun,0.47,200,
3,TaCZ Expanded Arsenal,tacz:auga3,rifle,tacz:556x45,"Steyr AUG A3 - bullpup, matches the vanilla AUG's tier",18.4,1,
3,TaCZ Expanded Arsenal,tacz:aughb,mg,tacz:556x45,Steyr AUG A3 Heavy Barrel - AUG-family SAW variant,14.4,1,
3,TaCZ Expanded Arsenal,tacz:intervention,sniper,ea:408cheytac,"McMillan TAC-50/M200 Intervention, matches the existing M200 entry's tier",64.6,1,
3,TaCZ Expanded Arsenal,tacz:m110,sniper,tacz:308,M110 SASS - modern .308 semi-auto sniper system,49.4,1,
3,TaCZ Expanded Arsenal,tacz:mk18,rifle,tacz:556x45,Mk18 Mod 0 - modern 5.56 SBR,17.2,1,
3,TaCZ Expanded Arsenal,tacz:mk48,mg,tacz:308,Mk48 Mod 0 - modern .308 LMG,12.0,1,
3,TaCZ Expanded Arsenal,tacz:ms16,rifle,tacz:308,M1A SOCOM 16 - modern .308 rifle,21.8,1,
3,TaCZ Expanded Arsenal,tacz:pp19_01,smg,ea:9x18,PP-19-01 Vityaz - PP-19 family variant,13.0,1,
3,TaCZ Expanded Arsenal,tacz:ptr91,rifle,tacz:308,PTR 91 - modern G3-pattern .308 rifle,21.4,1,
3,TaCZ Expanded Arsenal,tacz:shorty,shotgun,tacz:12g,Serbu Super Shorty - compact sawed-off shotgun,7.4,9,
3,TaCZ Expanded Arsenal,tacz:sr15,rifle,tacz:556x45,SR-15 - modern 5.56 AR,19.7,1,
3,TaCZ Expanded Arsenal,tacz:stealth,pistol,ea:44magnum,S&W Stealth Hunter - .44 Magnum hunting pistol,14.7,1,
3,TaCZ Expanded Arsenal,tacz:sw15,rifle,tacz:556x45,M&P 15 - modern AR-pattern rifle,18.9,1,
3,TaCZ Expanded Arsenal,tacz:uzicar,smg,ea:22lr,Uzi Carbine - novelty .22LR carbine version of the Uzi,9.5,1,
3,TaCZ Expanded Arsenal,tacz:vecar,smg,tacz:45acp,"Vector 45 Carbine, matches the vanilla Vector45's tier",13.7,1,
3,daffas,daffas_arsenal:aksopmod,rifle,762x39,'Tactical AK' - modernized/rail-equipped AK variant over the 1947 AK base; era placement still under review,19.3,1,
3,daffas,daffas_arsenal:apacoba9,smg,9mm,"B&T APC9-pattern PDW/SMG, modern compact 9mm platform, tier 3",10.2,1,
3,daffas,daffas_arsenal:apacoba9_sup,smg,9mm,"Suppressed variant of the APC9-pattern apacoba9, modern compact 9mm platform, tier 3",10.9,1,
3,daffas,daffas_arsenal:hk416,rifle,556x45,HK416 2004,15.5,1,
3,daffas,daffas_arsenal:hk416_sup,rifle,556x45,HK416 2004,15.9,1,
3,daffas,daffas_arsenal:hk417,rifle,308,HK417 2005,20.5,1,
3,daffas,daffas_arsenal:hk45,pistol,45acp,HK45 2007,12.9,1,
3,daffas,daffas_arsenal:hk45_sup,pistol,45acp,HK45 2007,13.5,1,
3,daffas,daffas_arsenal:ss1_v5,rifle,556x45,Pindad SS1-V5 - 2000s upgrade,16.3,1,
3,daffas,daffas_arsenal:ss1_v5g,rifle,556x45,Pindad SS1-V5 - 2000s upgrade,18.0,1,
3,daffas,daffas_arsenal:taurus,pistol,500mag,Taurus Raging Bull .500 2003,17.1,1,
3,daffas,daffas_arsenal:taurus2,pistol,500mag,Taurus Raging Bull .500 2003,17.7,1,
3,tacz (vanilla),tacz:hk416d,rifle,556x45,HK416 2004,14.2,1,
3,tacz (vanilla),tacz:m107,sniper,50bmg,Barrett M107 2002,57.0,1,
3,tacz (vanilla),tacz:m320,rpg,40mm,M320 2009,112.0,1,560.0
3,tacz (vanilla),tacz:mk14,rifle,308,M14 EBR - modern 2000s conversion of a 1957 base rifle,21.0,1,
3,tacz (vanilla),tacz:rhino357,pistol,357mag,Chiappa Rhino 2009,12.3,1,
3,tacz (vanilla),tacz:scar_h,rifle,308,FN SCAR-H 2004,20.1,1,
3,tacz (vanilla),tacz:scar_l,rifle,556x45,FN SCAR-L 2004,15.1,1,
3,tacz (vanilla),tacz:spr15hb,rifle,556x45,modern AR-pattern precision build,17.6,1,
3,tacz (vanilla),tacz:taurus500,pistol,500mag,Taurus Raging Bull .500 2003,16.5,1,
3,tacz (vanilla),tacz:timeless50,pistol,50ae,modern custom .50AE-style pistol,14.1,1,
3,tacz (vanilla),tacz:vector45,smg,45acp,"KRISS Vector 2006 - modern but not exotic, borderline",11.6,1,
4,Apocalypse (bf1),bf1:rorsch_mk4,sniper,30_06,BF1 fictional high-tech trench weapon - no real-world reference; deliberately parked at late-game tier 4a rather than tiered by era,57.2,1,
4,Suffuse,suffuse:ash12,rifle,12.7x55,"ASh-12 - Russia, 2010s",25.8,1,
4,Suffuse,suffuse:axmc,sniper,338,AI AXMC ~2016,69.2,1,
4,Suffuse,suffuse:axsr,sniper,338,AI AXSR ~2019,75.2,1,
4,Suffuse,suffuse:dvl10,sniper,308,"DVL-10 - Russia, 2010s",63.2,1,
4,Suffuse,suffuse:gm6,sniper,50bmg,"Gepard/GM6 Lynx - Hungary, 2010s",87.2,1,
4,Suffuse,suffuse:lifecard,pistol,22wmr,"Real-world Lifecard is a 2010s novelty credit-card-shaped .22 pistol - joke/gimmick weapon, genuinely modern design despite tiny size, tier 4a",15.0,1,
4,Suffuse,suffuse:n4,rifle,556x45,"AAC Honey Badger-pattern SBR/PDW, modern suppressed carbine design, tier 3",19.0,1,
4,Suffuse,suffuse:qbu191,rifle,58x42,QBU-191 2019,21.3,1,
4,Suffuse,suffuse:qbz191,rifle,58x42,QBZ-191 2019,17.5,1,
4,Suffuse,suffuse:qbz192,rifle,58x42,QBZ-192 2019,18.3,1,
4,Suffuse,suffuse:qlu11,rpg,35x32mm,"QLZ-87/QLU-11 - China, 2010s",133.0,1,80.0
4,Suffuse,suffuse:rm277,rifle,68tvcm,US Army NGSW prototype ~2018-2022,23.5,1,
4,Suffuse,suffuse:xm7,rifle,308,NGSW winner XM7/MCX Spear - adopted 2022,24.3,1,
4,TaCZ Expanded Arsenal,tacz:940,shotgun,tacz:12g,Mossberg 940 - modern 12ga semi-auto shotgun (2019),10.6,9,
4,TaCZ Expanded Arsenal,tacz:arka,rifle,tacz:556x45,FN ARKA STD - modern 5.56 rifle,19.8,1,
4,TaCZ Expanded Arsenal,tacz:brn16a1,rifle,tacz:556x45,BRN-16A1 - modern AR-pattern rifle,22.0,1,
4,TaCZ Expanded Arsenal,tacz:g19,pistol,tacz:9mm,Glock 19X - modern service pistol,16.4,1,
4,TaCZ Expanded Arsenal,tacz:g44,pistol,ea:22lr,Glock 44 - modern .22LR trainer pistol,13.5,1,
4,TaCZ Expanded Arsenal,tacz:honey,smg,ea:300blk,"AAC Honey Badger, matches the existing Honey Badger (n4) entry's tier",11.1,1,
4,TaCZ Expanded Arsenal,tacz:l403a1,rifle,tacz:556x45,KAC L403A1 - modern AR-pattern upper,16.0,1,
4,TaCZ Expanded Arsenal,tacz:m27rwk,rifle,tacz:556x45,M27 IAR - modern 5.56 automatic rifle,16.8,1,
4,TaCZ Expanded Arsenal,tacz:pa15,rifle,tacz:556x45,PSA PA15 - modern AR-pattern rifle,22.8,1,
4,TaCZ Expanded Arsenal,tacz:psak47,rifle,tacz:762x39,PSAK-47 - modern AK-pattern rifle,25.0,1,
4,TaCZ Expanded Arsenal,tacz:rsh12,pistol,ea:127x55,"RSh-12 anti-materiel revolver, 12.7x55mm - extreme-power pistol bracket",20.7,1,
4,TaCZ Expanded Arsenal,tacz:sp5,smg,tacz:9mm,HK SP5 - modern semi-auto MP5 clone,15.5,1,
4,TaCZ Expanded Arsenal,tacz:tac338,sniper,tacz:338,"TAC-338 - .338 Lapua precision rifle, matches the AXMC/AXSR bracket",81.2,1,
4,daffas,daffas_arsenal:harpa9,smg,9mm,"Resembles the ARP9 - AR-pattern 9mm PDW/SMG, modern compact platform akin to the APC9, tier 3",13.3,1,
4,tacz (vanilla),tacz:fn_evolys,mg,308,FN Evolys 2020,17.1,1,
4,tacz (vanilla),tacz:m9a4,pistol,9mm,Beretta M9A4 is a 2021 variant (base M9 is 1985),17.8,1,
4,tacz (vanilla),tacz:p320,pistol,45acp,SIG P320 2014,19.2,1,
4,tacz (vanilla),tacz:qbz_191,rifle,58x42,QBZ-191 2019,20.5,1,
utility,Apocalypse (bf1),bf1:ef46,shotgun,fuel,non-chronological gameplay item - left as-is,3,5,
utility,Apocalypse (bf1),bf1:m2_2,shotgun,fuel,non-chronological gameplay item - left as-is,5.4,6,
utility,Apocalypse (bf1),bf1:syringe,pistol,medkit,non-chronological gameplay item - left as-is,0,1,
utility,Apocalypse (bf1),bf1:wex,shotgun,fuel,non-chronological gameplay item - left as-is,3.6,6,
utility,daffas,daffas_arsenal:samula3,rifle,elektrikal,non-chronological gameplay item - left as-is,0,0,
utility,daffas,daffas_arsenal:southeastmomssecretweapon,rifle,water,non-chronological gameplay item - left as-is,2,2,
utility,daffas,daffas_arsenal:southeastmomssecretweapon2,shotgun,water,non-chronological gameplay item - left as-is,15,16,
utility,daffas,daffas_arsenal:southeastmomssecretweapon3,sniper,water,non-chronological gameplay item - left as-is,40,16,
melee,ChocolateMan (qkl),qkl:m1905,pistol,,non-chronological gameplay item - left as-is,200,10,
melee,Suffuse,suffuse:knife,rifle,,non-chronological gameplay item - left as-is,,,
5,EMX Arms,emxarms:emx_draftsman,shotgun,emxarms:x16sg,"SAIG-24 ""Draftsman"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",10.0,10,
5,EMX Arms,emxarms:emx_enforcer,shotgun,emxarms:x16sg,"HS-16 ""Enforcer"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",8.8,16,
5,EMX Arms,emxarms:emx_expel32,smg,emxarms:402x31fmj,"XSMG-12 ""Dark Repulser"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",17.9,1,
5,EMX Arms,emxarms:emx_expel32se,smg,emxarms:402x31,"XSMG-09 ""Explainer"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",15.8,1,
5,EMX Arms,emxarms:emx_kund50,pistol,emxarms:402x31,"MACH-50 ""Polar Hunter"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",20.9,1,
5,EMX Arms,emxarms:emx_kund50ex,pistol,emxarms:402x31,"MACH-50EX ""Polar Explorer"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",23.6,1,
5,EMX Arms,emxarms:emx_mac100,pistol,emxarms:402x31,"APS | MACH ""Frost Stars"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",13.2,2,
5,EMX Arms,emxarms:emx_mac50,pistol,emxarms:402x31,"APS-293 ""Privy Councilor"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",18.2,1,
5,EMX Arms,emxarms:emx_mac50flux,smg,emxarms:402x31,"Unfinished items(EMX) - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",19.9,1,
5,EMX Arms,emxarms:emx_mg57,mg,emxarms:339x57,"HCMG-57 ""Heavy Cavalry"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",20.2,1,
5,EMX Arms,emxarms:emx_mg90,mg,emxarms:410x57ap,"APM-130 ""Doom"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",22.9,1,
5,EMX Arms,emxarms:emx_mk88,sniper,emxarms:339x57fmj,"CTRS-192 ""Imperial Bodyguard"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",79.8,1,
5,EMX Arms,emxarms:emx_mk951l,rifle,emxarms:339x57fmj,"CML-951 ""LongBow"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",31.3,1,
5,EMX Arms,emxarms:emx_mk951lmg,mg,emxarms:339x57,"LCMG-951 ""Imperial Guard"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",17.5,1,
5,EMX Arms,emxarms:emx_mk951r,rifle,emxarms:339x57,"CMR-951 ""Red-CrownedCrane"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",21.4,1,
5,EMX Arms,emxarms:emx_nikana,pistol,emxarms:402x31fmj,"Unfinished items(EMX) - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",19.6,1,
5,EMX Arms,emxarms:emx_pmg90,sniper,emxarms:1045x103,"HAER-90 ""Artemis"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",102.6,1,
5,EMX Arms,emxarms:emx_pulse,pistol,emxarms:402x31,"XSP-31 ""Pulse"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",16.9,1,
5,EMX Arms,emxarms:emx_pulsex2,pistol,emxarms:402x31,"XSP-31 ""Vigilante"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",12.5,2,
5,EMX Arms,emxarms:emx_rivet,rifle,emxarms:339x57,"SK-217 ""Solid Nail"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",24.8,1,
5,EMX Arms,emxarms:emx_scgraves,shotgun,emxarms:x16sg,"AssemblyEG ""revolutionary"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",7.5,16,
5,EMX Arms,emxarms:emx_sf7b,mg,emxarms:1045x103belt,"Ares SF7B ""Inferno"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",25.6,1,
5,EMX Arms,emxarms:emx_tknife,pistol,emxarms:emx_tediore,"Tediorei-II ""Operator"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",22.3,1,
5,EMX Arms,emxarms:emx_umx32,smg,emxarms:402x31,"VXM-31 ""Hidden Blade"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",13.7,1,
5,EMX Arms,emxarms:emx_umx57,rifle,emxarms:339x57,"VXM-57 ""Hunting Knife"" - EMX Arms original electromagnetic/energy weapon design (fictional, no real-world basis)",28.0,1,
5,TRIS Dyna,trisdyna:ch104,rifle,trisdyna:emx_b2,"CH-104 ""Comet"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",32.8,1,
5,TRIS Dyna,trisdyna:cms92,smg,trisdyna:emx_b1,"FTL-XL ""White dwarf"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",16.2,1,
5,TRIS Dyna,trisdyna:cms92x,smg,trisdyna:emx_b1,"FTL-MR ""Black Dwarf"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",20.9,1,
5,TRIS Dyna,trisdyna:emx_cf007,mg,trisdyna:emx_b3,"CM-117 ""Cerberus"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",20.9,1,
5,TRIS Dyna,trisdyna:emx_cf107,mg,trisdyna:emx_b3,"CM-217M ""Roaring"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",13.4,2,
5,TRIS Dyna,trisdyna:fl00,pistol,trisdyna:emx_b1,"FL-00 ""Universal Adapter"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",26.8,1,
5,TRIS Dyna,trisdyna:fl3e,pistol,trisdyna:emx_b1,"FL-3E ""Great Ray"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",20.9,1,
5,TRIS Dyna,trisdyna:fpc211,shotgun,trisdyna:emx_b2,"FPC-211 ""The Marker Nemesis"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",18.6,8,
5,TRIS Dyna,trisdyna:fs2000,sniper,trisdyna:emx_b1,"FS-2053 ""Trigger"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",113.3,1,
5,TRIS Dyna,trisdyna:iras,shotgun,trisdyna:emx_b3,"IRA-S ""Gravastar"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",29.0,4,
5,TRIS Dyna,trisdyna:omerta,rifle,trisdyna:emx_b2,"FTS-L ""Omertà"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",25.5,1,
5,TRIS Dyna,trisdyna:r117_weedy,rpg,trisdyna:emx_b3,"FL-117 ""Great Tempest"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",162.3,1,415.0
5,TRIS Dyna,trisdyna:rc,rpg,trisdyna:emx_b6,"Fire Platform ""Reverse Collapse"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",208.7,1,1127.0
5,TRIS Dyna,trisdyna:s10dmd,sniper,trisdyna:emx_s10,"Idris D10-MD ""destroyer"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",485.0,1,
5,TRIS Dyna,trisdyna:tris_sf7e,sniper,trisdyna:emx_b3,"Ares SF7E ""Ion"" - TRIS Dyna original battery-powered energy weapon design (fictional, no real-world basis)",88.1,1,
4.5,MS-Mobius,sfms:af_46,pistol,tacz:46x30,"AF-46 AUTO ""Swift"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",15.1,1,
4.5,MS-Mobius,sfms:af_57,pistol,tacz:57x28,"AF-57 AUTO ""Viper"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",14.5,1,
4.5,MS-Mobius,sfms:ar50,sniper,sfms:50arms,"MSR-15 .50 ""Achilles"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",85.5,1,
4.5,MS-Mobius,sfms:ats15,rifle,sfms:300ms,"ATS-15(Mod.I) ""Judicator"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",22.3,1,
4.5,MS-Mobius,sfms:ats15mod,rifle,sfms:300ms,"ATS-15(Mod.II) ""Sin & Punishment"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",23.1,1,
4.5,MS-Mobius,sfms:c8msw,rifle,sfms:c812,"C8-HMS ""Executor"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",27.0,1,
4.5,MS-Mobius,sfms:cms901,rifle,sfms:c901,"CMS-901 ""Purifier"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",26.2,1,
4.5,MS-Mobius,sfms:d50,pistol,tacz:50ae,"D-50 Mk.XV ""Warhammer"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",18.6,1,
4.5,MS-Mobius,sfms:emergency_baton,pistol,sfms:inf,"Standard Emergency Baton - MS-Mobius original near-future weapon design (fictional, no real-world basis), melee-type weapon, crafted at the tier 4 workbench despite being tier 4.5",5.1,4,
4.5,MS-Mobius,sfms:felix_12,shotgun,tacz:12g,"Felix-12 ""Constantine"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",12.9,7,
4.5,MS-Mobius,sfms:felix_12dg,shotgun,tacz:12g,"AWAKEN Felix-12 ""John Wick"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",14.1,8,
4.5,MS-Mobius,sfms:g18,pistol,tacz:9mm,"G18 MTX ""Cobra"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",15.7,1,
4.5,MS-Mobius,sfms:har50,mg,sfms:50arms,"HAR-50 Mk.II ""Doom Hammer"" - MS-Mobius original near-future weapon design (fictional, no real-world basis), crafted at the tier 4 workbench despite being tier 4.5",22.1,1,
